Production Scheme Code,Line no_,Production Phase,Duration,Qty_ per Area,Output _
STD_PS_4011680,"20,000",INVENTORY,7.00,7.73,100.00
STD_PS_4011681,"10,000",GROW,44.00,2.25,0.00
STD_PS_4011681,"20,000",INVENTORY,7.00,2.25,100.00
STD_PS_4011682,"10,000",GROW,51.00,2.25,0.00
STD_PS_4011682,"20,000",INVENTORY,7.00,2.25,100.00
STD_PS_4011683,"10,000",GROW,46.00,2.25,0.00
STD_PS_4011683,"20,000",INVENTORY,7.00,2.25,100.00
STD_PS_4011684,"10,000",GROW,70.00,1.00,0.00
STD_PS_4011684,"20,000",INVENTORY,7.00,1.00,100.00
STD_PS_4011685,"10,000",GROW,93.00,1.00,0.00
STD_PS_4011685,"20,000",INVENTORY,7.00,1.00,100.00
STD_PS_4011686,"10,000",GROW,63.00,1.00,0.00
STD_PS_4011686,"20,000",INVENTORY,7.00,1.00,100.00
STD_PS_4011687,"10,000",GROW,28.00,1.44,0.00
STD_PS_4011687,"20,000",HANG,44.00,1.00,0.00
STD_PS_4011687,"30,000",INVENTORY,7.00,1.00,100.00
STD_PS_4011688,"10,000",GROW,22.00,1.44,0.00
STD_PS_4011688,"20,000",HANG,35.00,1.00,0.00
STD_PS_4011688,"30,000",INVENTORY,7.00,1.00,100.00
STD_PS_4011689,"10,000",GROW,70.00,0.36,0.00
STD_PS_4011689,"20,000",INVENTORY,7.00,0.36,100.00
STD_PS_4011690,"10,000",GROW,62.00,0.36,0.00
STD_PS_4011690,"20,000",INVENTORY,7.00,0.36,100.00
STD_PS_4011691,"10,000",GROW,63.00,0.36,0.00
STD_PS_4011691,"20,000",INVENTORY,7.00,0.36,100.00
STD_PS_4011692,"10,000",GROW,56.00,1.77,0.00
STD_PS_4011692,"20,000",INVENTORY,7.00,1.77,100.00
STD_PS_4011693,"10,000",GROW,52.00,2.88,0.00
STD_PS_4011693,"20,000",INVENTORY,7.00,2.88,100.00
STD_PS_4011694,"10,000",GROW,37.00,2.88,0.00
STD_PS_4011694,"20,000",INVENTORY,7.00,2.88,100.00
STD_PS_4011695,"10,000",GROW,44.00,2.88,0.00
STD_PS_4011695,"20,000",INVENTORY,7.00,2.88,100.00
STD_PS_4011696,"10,000",GROW,49.00,2.88,0.00
STD_PS_4011696,"20,000",INVENTORY,7.00,2.88,100.00
STD_PS_4011697,"10,000",GROW,45.00,2.88,0.00
STD_PS_4011697,"20,000",INVENTORY,7.00,2.88,100.00
STD_PS_4011698,"10,000",GROW,44.00,2.88,0.00
STD_PS_4011698,"20,000",INVENTORY,7.00,2.88,100.00
STD_PS_4011699,"10,000",GROW,30.00,4.80,0.00
STD_PS_4011699,"20,000",INVENTORY,7.00,4.80,100.00
STD_PS_4011700,"10,000",GROW,56.00,4.80,0.00
STD_PS_4011700,"20,000",INVENTORY,7.00,4.80,100.00
STD_PS_4011701,"10,000",GROW,33.00,4.80,0.00
STD_PS_4011701,"20,000",INVENTORY,7.00,4.80,100.00
STD_PS_4011702,"10,000",GROW,61.00,5.80,0.00
STD_PS_4011702,"20,000",INVENTORY,7.00,5.80,100.00
STD_PS_4011703,"10,000",GROW,77.00,0.50,0.00
STD_PS_4011703,"20,000",INVENTORY,7.00,0.50,100.00
STD_PS_4011704,"10,000",GROW,28.00,1.19,0.00
STD_PS_4011704,"20,000",HANG,37.00,1.00,0.00
STD_PS_4011704,"30,000",INVENTORY,7.00,1.00,100.00
STD_PS_4011705,"10,000",GROW,70.00,0.64,0.00
STD_PS_4011705,"20,000",INVENTORY,7.00,0.64,100.00
STD_PS_4011706,"10,000",GROW,65.00,0.64,0.00
STD_PS_4011706,"20,000",INVENTORY,7.00,0.64,100.00
STD_PS_4011707,"10,000",GROW,86.00,0.64,0.00
STD_PS_4011707,"20,000",INVENTORY,7.00,0.64,100.00
STD_PS_4011708,"10,000",GROW,63.00,0.64,0.00
STD_PS_4011708,"20,000",INVENTORY,7.00,0.64,100.00
STD_PS_4011709,"10,000",GROW,62.00,0.64,0.00
STD_PS_4011709,"20,000",INVENTORY,7.00,0.64,100.00
STD_PS_4011710,"10,000",GROW,69.00,0.64,0.00
STD_PS_4011710,"20,000",INVENTORY,7.00,0.64,100.00
STD_PS_4011711,"10,000",GROW,35.00,4.80,0.00
STD_PS_4011711,"20,000",INVENTORY,7.00,4.80,100.00
STD_PS_4011713,"10,000",GROW,61.00,4.17,0.00
STD_PS_4011713,"20,000",INVENTORY,7.00,4.17,100.00
STD_PS_4011714,"10,000",GROW,61.00,3.10,0.00
STD_PS_4011714,"20,000",INVENTORY,7.00,3.10,100.00
STD_PS_4011715,"10,000",GROW,54.00,3.10,0.00
STD_PS_4011715,"20,000",INVENTORY,7.00,3.10,100.00
STD_PS_4011716,"10,000",GROW,49.00,1.00,0.00
STD_PS_4011716,"20,000",INVENTORY,7.00,1.00,100.00
STD_PS_4011717,"10,000",GROW,49.00,1.00,0.00
STD_PS_4011717,"20,000",INVENTORY,7.00,1.00,100.00
STD_PS_4011718,"10,000",GROW,49.00,0.45,0.00
STD_PS_4011718,"20,000",INVENTORY,7.00,0.45,100.00
STD_PS_4011719,"10,000",GROW,140.00,1.00,0.00
STD_PS_4011719,"20,000",INVENTORY,7.00,1.00,100.00
STD_PS_4011720,"10,000",GROW,49.00,1.00,0.00
STD_PS_4011720,"20,000",INVENTORY,7.00,1.00,100.00
STD_PS_4011721,"10,000",GROW,420.00,0.25,0.00
STD_PS_4011721,"20,000",INVENTORY,7.00,0.25,100.00
STD_PS_4011722,"10,000",GROW,35.00,11.76,0.00
STD_PS_4011722,"20,000",INVENTORY,7.00,11.76,100.00
STD_PS_4011723,"10,000",GROW,35.00,11.76,0.00
STD_PS_4011723,"20,000",INVENTORY,7.00,11.76,100.00
STD_PS_4011724,"10,000",GROW,98.00,2.00,0.00
STD_PS_4011724,"20,000",INVENTORY,7.00,2.00,100.00
STD_PS_4011725,"10,000",GROW,21.00,1.44,0.00
STD_PS_4011725,"20,000",HANG,37.00,1.00,0.00
STD_PS_4011725,"30,000",INVENTORY,7.00,1.00,100.00
STD_PS_4011727,"10,000",GROW,44.00,1.77,0.00
STD_PS_4011727,"20,000",INVENTORY,7.00,1.77,100.00
STD_PS_4011728,"10,000",GROW,77.00,0.50,0.00
STD_PS_4011728,"20,000",INVENTORY,7.00,0.50,100.00
STD_PS_4011729,"10,000",GROW,238.00,1.00,0.00
STD_PS_4011729,"20,000",INVENTORY,7.00,1.00,100.00
STD_PS_4011730,"10,000",GROW,238.00,1.00,0.00
STD_PS_4011730,"20,000",INVENTORY,7.00,1.00,100.00
STD_PS_4011731,"10,000",GROW,364.00,0.16,0.00
STD_PS_4011731,"20,000",INVENTORY,7.00,0.16,100.00
STD_PS_4011732,"10,000",GROW,364.00,0.16,0.00
STD_PS_4011732,"20,000",INVENTORY,7.00,0.16,100.00
STD_PS_4011733,"10,000",GROW,238.00,1.00,0.00
STD_PS_4011733,"20,000",INVENTORY,7.00,1.00,100.00
STD_PS_4011734,"10,000",GROW,245.00,0.45,0.00
STD_PS_4011734,"20,000",INVENTORY,7.00,0.45,100.00
STD_PS_4011735,"10,000",GROW,75.00,1.77,0.00
STD_PS_4011735,"20,000",INVENTORY,7.00,1.77,100.00
STD_PS_4011736,"10,000",GROW,68.00,0.25,0.00
STD_PS_4011736,"20,000",INVENTORY,7.00,0.25,100.00
STD_PS_4011737,"10,000",GROW,59.00,0.25,0.00
STD_PS_4011737,"20,000",INVENTORY,7.00,0.25,100.00
STD_PS_4011738,"10,000",GROW,68.00,0.25,0.00
STD_PS_4011738,"20,000",INVENTORY,7.00,0.25,100.00
STD_PS_4011739,"10,000",GROW,57.00,0.33,0.00
STD_PS_4011739,"20,000",INVENTORY,7.00,0.33,100.00
STD_PS_4011740,"10,000",GROW,68.00,0.25,0.00
STD_PS_4011740,"20,000",INVENTORY,7.00,0.25,100.00
STD_PS_4011741,"10,000",GROW,49.00,3.10,0.00
STD_PS_4011741,"20,000",INVENTORY,7.00,3.10,100.00
STD_PS_4011742,"10,000",GROW,32.00,4.80,0.00
STD_PS_4011742,"20,000",INVENTORY,7.00,4.80,100.00
STD_PS_4011743,"10,000",GROW,37.00,8.66,0.00
STD_PS_4011743,"20,000",INVENTORY,7.00,8.66,100.00
STD_PS_4011744,"10,000",GROW,105.00,2.80,0.00
STD_PS_4011744,"20,000",INVENTORY,7.00,2.80,100.00
STD_PS_4011745,"10,000",GROW,84.00,8.66,0.00
STD_PS_4011745,"20,000",INVENTORY,7.00,8.66,100.00
STD_PS_4011746,"10,000",GROW,49.00,8.66,0.00
STD_PS_4011746,"20,000",INVENTORY,7.00,8.66,100.00
STD_PS_4011747,"10,000",GROW,105.00,2.80,0.00
STD_PS_4011747,"20,000",INVENTORY,7.00,2.80,100.00
STD_PS_4011748,"10,000",GROW,56.00,5.80,0.00
STD_PS_4011748,"20,000",INVENTORY,7.00,5.80,100.00
STD_PS_4011749,"10,000",GROW,62.00,3.10,0.00
STD_PS_4011749,"20,000",INVENTORY,7.00,3.10,100.00
STD_PS_4011750,"10,000",GROW,21.00,1.44,0.00
STD_PS_4011750,"20,000",HANG,31.00,1.00,0.00
STD_PS_4011750,"30,000",INVENTORY,7.00,1.00,100.00
STD_PS_4011751,"10,000",GROW,24.00,11.52,0.00
STD_PS_4011751,"20,000",INVENTORY,7.00,11.52,100.00
STD_PS_4011752,"10,000",GROW,24.00,11.52,0.00
STD_PS_4011752,"20,000",INVENTORY,7.00,11.52,100.00
STD_PS_4011753,"10,000",GROW,24.00,11.52,0.00
STD_PS_4011753,"20,000",INVENTORY,7.00,11.52,100.00
STD_PS_4011754,"10,000",GROW,27.00,1.44,0.00
STD_PS_4011754,"20,000",HANG,32.00,1.00,0.00
STD_PS_4011754,"30,000",INVENTORY,7.00,1.00,100.00
STD_PS_4011755,"10,000",GROW,364.00,2.25,0.00
STD_PS_4011755,"20,000",INVENTORY,7.00,2.25,100.00
STD_PS_4011756,"10,000",GROW,182.00,2.25,0.00
STD_PS_4011756,"20,000",SPACE,182.00,1.00,0.00
STD_PS_4011756,"30,000",INVENTORY,7.00,1.00,100.00
STD_PS_4011757,"10,000",GROW,182.00,0.64,0.00
STD_PS_4011757,"20,000",INVENTORY,7.00,0.64,100.00
STD_PS_4011758,"10,000",GROW,238.00,1.00,0.00
STD_PS_4011758,"20,000",INVENTORY,7.00,1.00,100.00
STD_PS_4011759,"10,000",GROW,364.00,0.16,0.00
STD_PS_4011759,"20,000",INVENTORY,7.00,0.16,100.00
STD_PS_4011760,"10,000",GROW,364.00,0.16,0.00
STD_PS_4011760,"20,000",INVENTORY,7.00,0.16,100.00
STD_PS_4011761,"10,000",GROW,259.00,1.19,0.00
STD_PS_4011761,"20,000",SPACE,175.00,0.44,0.00
STD_PS_4011761,"30,000",INVENTORY,7.00,0.44,100.00
STD_PS_4011762,"10,000",GROW,245.00,0.25,0.00
STD_PS_4011762,"20,000",INVENTORY,7.00,0.25,100.00
STD_PS_4011763,"10,000",GROW,58.00,1.77,0.00
STD_PS_4011763,"20,000",INVENTORY,7.00,1.77,100.00
STD_PS_4011764,"10,000",GROW,50.00,1.77,0.00
STD_PS_4011764,"20,000",INVENTORY,7.00,1.77,100.00
STD_PS_4011765,"10,000",GROW,65.00,1.77,0.00
STD_PS_4011765,"20,000",INVENTORY,7.00,1.77,100.00
STD_PS_4011766,"10,000",GROW,70.00,1.77,0.00
STD_PS_4011766,"20,000",INVENTORY,7.00,1.77,100.00
STD_PS_4011767,"10,000",GROW,28.00,3.37,0.00
STD_PS_4011767,"20,000",SPACE,56.00,1.40,0.00
STD_PS_4011767,"30,000",INVENTORY,7.00,1.40,100.00
STD_PS_4011768,"10,000",GROW,49.00,1.00,0.00
STD_PS_4011768,"20,000",INVENTORY,7.00,1.00,100.00
STD_PS_4011769,"10,000",GROW,259.00,1.19,0.00
STD_PS_4011769,"20,000",SPACE,175.00,0.44,0.00
STD_PS_4011769,"30,000",INVENTORY,7.00,0.44,100.00
STD_PS_4011770,"10,000",GROW,49.00,1.00,0.00
STD_PS_4011770,"20,000",INVENTORY,7.00,1.00,100.00
STD_PS_4011774,"10,000",GROW,28.00,1.00,0.00
STD_PS_4011774,"20,000",INVENTORY,7.00,1.00,100.00
STD_PS_4011775,"10,000",GROW,49.00,0.45,0.00
STD_PS_4011775,"20,000",INVENTORY,7.00,0.45,100.00
STD_PS_4011776,"10,000",GROW,224.00,1.19,0.00
STD_PS_4011776,"20,000",INVENTORY,7.00,1.19,100.00
STD_PS_4011777,"10,000",GROW,224.00,1.19,0.00
STD_PS_4011777,"20,000",INVENTORY,7.00,1.19,100.00
STD_PS_4011778,"10,000",GROW,49.00,0.45,0.00
STD_PS_4011778,"20,000",INVENTORY,7.00,0.45,100.00
STD_PS_4011779,"10,000",GROW,49.00,0.45,0.00
STD_PS_4011779,"20,000",INVENTORY,7.00,0.45,100.00
STD_PS_4011780,"10,000",GROW,210.00,0.45,0.00
STD_PS_4011780,"20,000",INVENTORY,7.00,0.45,100.00
STD_PS_4011781,"10,000",GROW,37.00,1.92,0.00
STD_PS_4011781,"20,000",INVENTORY,7.00,1.92,100.00
STD_PS_4011782,"10,000",GROW,58.00,1.77,0.00
STD_PS_4011782,"20,000",INVENTORY,7.00,1.77,100.00
STD_PS_4011783,"10,000",GROW,54.00,1.77,0.00
STD_PS_4011783,"20,000",INVENTORY,7.00,1.77,100.00
STD_PS_4011784,"10,000",GROW,65.00,1.77,0.00
STD_PS_4011784,"20,000",INVENTORY,7.00,1.77,100.00
STD_PS_4011785,"10,000",GROW,51.00,1.77,0.00
STD_PS_4011785,"20,000",INVENTORY,7.00,1.77,100.00
STD_PS_4011786,"10,000",GROW,46.00,5.60,0.00
STD_PS_4011786,"20,000",SPACE,60.00,2.52,0.00
STD_PS_4011786,"30,000",INVENTORY,7.00,2.52,100.00
STD_PS_4011787,"10,000",GROW,43.00,5.60,0.00
STD_PS_4011787,"20,000",SPACE,42.00,2.52,0.00
STD_PS_4011787,"30,000",INVENTORY,7.00,2.52,100.00
STD_PS_4011788,"10,000",GROW,46.00,3.21,0.00
STD_PS_4011788,"20,000",SPACE,60.00,0.74,0.00
STD_PS_4011788,"30,000",INVENTORY,7.00,0.74,100.00
STD_PS_4011789,"10,000",GROW,46.00,3.21,0.00
STD_PS_4011789,"20,000",SPACE,60.00,0.74,0.00
STD_PS_4011789,"30,000",INVENTORY,7.00,0.74,100.00
STD_PS_4011790,"10,000",GROW,46.00,3.21,0.00
STD_PS_4011790,"20,000",SPACE,60.00,0.74,0.00
STD_PS_4011790,"30,000",INVENTORY,7.00,0.74,100.00
STD_PS_4011791,"10,000",GROW,46.00,3.21,0.00
STD_PS_4011791,"20,000",SPACE,60.00,0.74,0.00
STD_PS_4011791,"30,000",INVENTORY,7.00,0.74,100.00
STD_PS_4011792,"10,000",GROW,62.00,3.20,0.00
STD_PS_4011792,"20,000",SPACE,59.00,1.60,0.00
STD_PS_4011792,"30,000",INVENTORY,7.00,1.60,100.00
STD_PS_4011794,"10,000",GROW,308.00,0.16,0.00
STD_PS_4011794,"20,000",INVENTORY,7.00,0.16,100.00
STD_PS_4011795,"10,000",GROW,210.00,0.45,0.00
STD_PS_4011795,"20,000",INVENTORY,7.00,0.45,100.00
STD_PS_4011796,"10,000",GROW,196.00,0.44,0.00
STD_PS_4011796,"20,000",INVENTORY,7.00,0.44,100.00
STD_PS_4011797,"10,000",GROW,217.00,0.45,0.00
STD_PS_4011797,"20,000",INVENTORY,7.00,0.45,100.00
STD_PS_4011798,"10,000",GROW,238.00,0.45,0.00
STD_PS_4011798,"20,000",INVENTORY,7.00,0.45,100.00
STD_PS_4011799,"10,000",GROW,238.00,0.45,0.00
STD_PS_4011799,"20,000",INVENTORY,7.00,0.45,100.00
STD_PS_4011800,"10,000",GROW,238.00,0.45,0.00
STD_PS_4011800,"20,000",INVENTORY,7.00,0.45,100.00
STD_PS_4011801,"10,000",GROW,210.00,0.64,0.00
STD_PS_4011801,"20,000",INVENTORY,7.00,0.64,100.00
STD_PS_4011802,"10,000",GROW,182.00,1.78,0.00
STD_PS_4011802,"20,000",SPACE,140.00,0.64,0.00
STD_PS_4011802,"30,000",INVENTORY,7.00,0.64,100.00
STD_PS_4011803,"10,000",GROW,182.00,1.78,0.00
STD_PS_4011803,"20,000",SPACE,140.00,0.64,0.00
STD_PS_4011803,"30,000",INVENTORY,7.00,0.64,100.00
STD_PS_4011804,"10,000",GROW,182.00,1.78,0.00
STD_PS_4011804,"20,000",SPACE,140.00,0.64,0.00
STD_PS_4011804,"30,000",INVENTORY,7.00,0.64,100.00
STD_PS_4011805,"10,000",GROW,182.00,1.78,0.00
STD_PS_4011805,"20,000",SPACE,140.00,0.64,0.00
STD_PS_4011805,"30,000",INVENTORY,7.00,0.64,100.00
STD_PS_4011806,"10,000",GROW,182.00,1.78,0.00
STD_PS_4011806,"20,000",SPACE,140.00,0.64,0.00
STD_PS_4011806,"30,000",INVENTORY,7.00,0.64,100.00
STD_PS_4011807,"10,000",GROW,196.00,0.44,0.00
STD_PS_4011807,"20,000",INVENTORY,7.00,0.44,100.00
STD_PS_4011809,"10,000",GROW,49.00,1.00,0.00
STD_PS_4011809,"20,000",INVENTORY,7.00,1.00,100.00
STD_PS_4011810,"10,000",GROW,56.00,2.80,0.00
STD_PS_4011810,"20,000",INVENTORY,7.00,2.80,100.00
STD_PS_4011812,"10,000",GROW,46.00,0.00,0.00
STD_PS_4011812,"20,000",INVENTORY,7.00,0.00,100.00
STD_PS_4011813,"10,000",GROW,58.00,0.00,0.00
STD_PS_4011813,"20,000",INVENTORY,7.00,0.00,100.00
STD_PS_4011814,"10,000",GROW,41.00,0.00,0.00
STD_PS_4011814,"20,000",INVENTORY,7.00,0.00,100.00
STD_PS_4011815,"10,000",GROW,44.00,0.00,0.00
STD_PS_4011815,"20,000",INVENTORY,7.00,0.00,100.00
STD_PS_4011816,"10,000",GROW,41.00,0.00,0.00
STD_PS_4011816,"20,000",INVENTORY,7.00,0.00,100.00
STD_PS_4011818,"10,000",GROW,44.00,0.00,0.00
STD_PS_4011818,"20,000",INVENTORY,7.00,0.00,100.00
STD_PS_4011819,"10,000",GROW,47.00,0.00,0.00
STD_PS_4011819,"20,000",INVENTORY,7.00,0.00,100.00
STD_PS_4011820,"10,000",GROW,70.00,0.00,0.00
STD_PS_4011820,"20,000",INVENTORY,7.00,0.00,100.00
STD_PS_4011822,"10,000",GROW,50.00,0.00,0.00
STD_PS_4011822,"20,000",INVENTORY,7.00,0.00,100.00
STD_PS_4011845,"10,000",GROW,46.00,0.00,0.00
STD_PS_4011845,"20,000",INVENTORY,7.00,0.00,100.00
STD_PS_4011849,"10,000",GROW,364.00,0.16,0.00
STD_PS_4011849,"20,000",INVENTORY,7.00,0.16,100.00
STD_PS_4011850,"10,000",GROW,238.00,0.45,0.00
STD_PS_4011850,"20,000",INVENTORY,7.00,0.45,100.00
STD_PS_4011851,"10,000",GROW,196.00,1.00,0.00
STD_PS_4011851,"20,000",INVENTORY,7.00,1.00,100.00
STD_PS_4011852,"10,000",GROW,49.00,0.45,0.00
STD_PS_4011852,"20,000",INVENTORY,7.00,0.45,100.00
STD_PS_4011853,"10,000",GROW,49.00,0.45,0.00
STD_PS_4011853,"20,000",INVENTORY,7.00,0.45,100.00
STD_PS_4011854,"10,000",GROW,49.00,0.45,0.00
STD_PS_4011854,"20,000",INVENTORY,7.00,0.45,100.00
STD_PS_4011855,"10,000",GROW,49.00,0.45,0.00
STD_PS_4011855,"20,000",INVENTORY,7.00,0.45,100.00
STD_PS_4011856,"10,000",GROW,210.00,1.78,0.00
STD_PS_4011856,"20,000",INVENTORY,7.00,1.78,100.00
STD_PS_4011857,"10,000",GROW,189.00,0.45,0.00
STD_PS_4011857,"20,000",INVENTORY,7.00,0.45,100.00
STD_PS_4011858,"10,000",GROW,84.00,0.60,0.00
STD_PS_4011858,"20,000",INVENTORY,7.00,0.60,100.00
STD_PS_4011859,"10,000",GROW,84.00,0.64,0.00
STD_PS_4011859,"20,000",INVENTORY,7.00,0.64,100.00
STD_PS_4011860,"10,000",GROW,84.00,0.60,0.00
STD_PS_4011860,"20,000",INVENTORY,7.00,0.60,100.00
STD_PS_4011862,"10,000",GROW,84.00,0.56,0.00
STD_PS_4011862,"20,000",INVENTORY,7.00,0.56,100.00
STD_PS_4011863,"10,000",GROW,63.00,1.60,0.00
STD_PS_4011863,"20,000",INVENTORY,7.00,1.60,100.00
STD_PS_4011864,"10,000",GROW,84.00,0.64,0.00
STD_PS_4011864,"20,000",INVENTORY,7.00,0.64,100.00
STD_PS_4011865,"10,000",GROW,84.00,0.80,0.00
STD_PS_4011865,"20,000",INVENTORY,7.00,0.80,100.00
STD_PS_4011867,"10,000",GROW,84.00,0.56,0.00
STD_PS_4011867,"20,000",INVENTORY,7.00,0.56,100.00
STD_PS_4011868,"10,000",GROW,98.00,0.56,0.00
STD_PS_4011868,"20,000",INVENTORY,7.00,0.56,100.00
STD_PS_4011869,"10,000",GROW,84.00,0.56,0.00
STD_PS_4011869,"20,000",INVENTORY,7.00,0.56,100.00
STD_PS_4011871,"10,000",GROW,84.00,0.56,0.00
STD_PS_4011871,"20,000",INVENTORY,7.00,0.56,100.00
STD_PS_4011872,"10,000",GROW,84.00,0.56,0.00
STD_PS_4011872,"20,000",INVENTORY,7.00,0.56,100.00
STD_PS_4011873,"10,000",GROW,70.00,1.40,0.00
STD_PS_4011873,"20,000",INVENTORY,7.00,1.40,100.00
STD_PS_4011874,"10,000",GROW,70.00,1.40,0.00
STD_PS_4011874,"20,000",INVENTORY,7.00,1.40,100.00
STD_PS_4011875,"10,000",GROW,70.00,1.40,0.00
STD_PS_4011875,"20,000",INVENTORY,7.00,1.40,100.00
STD_PS_4011876,"10,000",GROW,70.00,1.40,0.00
STD_PS_4011876,"20,000",INVENTORY,7.00,1.40,100.00
STD_PS_4011878,"10,000",GROW,70.00,1.40,0.00
STD_PS_4011878,"20,000",INVENTORY,7.00,1.40,100.00
STD_PS_4011879,"10,000",GROW,70.00,1.40,0.00
STD_PS_4011879,"20,000",INVENTORY,7.00,1.40,100.00
STD_PS_4011880,"10,000",GROW,70.00,1.40,0.00
STD_PS_4011880,"20,000",INVENTORY,7.00,1.40,100.00
STD_PS_4011881,"10,000",GROW,70.00,1.40,0.00
STD_PS_4011881,"20,000",INVENTORY,7.00,1.40,100.00
STD_PS_4011882,"10,000",GROW,70.00,1.40,0.00
STD_PS_4011882,"20,000",INVENTORY,7.00,1.40,100.00
STD_PS_4011883,"10,000",GROW,84.00,1.40,0.00
STD_PS_4011883,"20,000",INVENTORY,7.00,1.40,100.00
STD_PS_4011884,"10,000",GROW,70.00,1.40,0.00
STD_PS_4011884,"20,000",INVENTORY,7.00,1.40,100.00
STD_PS_4011887,"10,000",GROW,28.00,1.44,0.00
STD_PS_4011887,"20,000",SPACE,56.00,0.25,0.00
STD_PS_4011887,"30,000",INVENTORY,7.00,0.25,100.00
STD_PS_4011888,"10,000",GROW,91.00,1.00,0.00
STD_PS_4011888,"20,000",INVENTORY,7.00,1.00,100.00
STD_PS_4011889,"10,000",GROW,63.00,0.64,0.00
STD_PS_4011889,"20,000",INVENTORY,7.00,0.64,100.00
STD_PS_4011890,"10,000",GROW,196.00,1.00,0.00
STD_PS_4011890,"20,000",INVENTORY,7.00,1.00,100.00
STD_PS_4011891,"10,000",GROW,238.00,1.00,0.00
STD_PS_4011891,"20,000",INVENTORY,7.00,1.00,100.00
STD_PS_4011892,"10,000",GROW,245.00,2.25,0.00
STD_PS_4011892,"20,000",INVENTORY,7.00,2.25,100.00
STD_PS_4011893,"10,000",GROW,245.00,0.25,0.00
STD_PS_4011893,"20,000",INVENTORY,7.00,0.25,100.00
STD_PS_4011894,"10,000",GROW,196.00,1.00,0.00
STD_PS_4011894,"20,000",INVENTORY,7.00,1.00,100.00
STD_PS_4011895,"10,000",GROW,196.00,1.00,0.00
STD_PS_4011895,"20,000",INVENTORY,7.00,1.00,100.00
STD_PS_4011896,"10,000",GROW,175.00,1.00,0.00
STD_PS_4011896,"20,000",INVENTORY,7.00,1.00,100.00
STD_PS_4011897,"10,000",GROW,49.00,0.07,0.00
STD_PS_4011897,"20,000",INVENTORY,7.00,0.07,100.00
STD_PS_4011898,"10,000",GROW,196.00,1.00,0.00
STD_PS_4011898,"20,000",INVENTORY,7.00,1.00,100.00
STD_PS_4011899,"10,000",GROW,49.00,0.45,0.00
STD_PS_4011899,"20,000",INVENTORY,7.00,0.45,100.00
STD_PS_4011900,"10,000",GROW,49.00,0.45,0.00
STD_PS_4011900,"20,000",INVENTORY,7.00,0.45,100.00
STD_PS_4011901,"10,000",GROW,210.00,0.64,0.00
STD_PS_4011901,"20,000",INVENTORY,7.00,0.64,100.00
STD_PS_4011902,"10,000",GROW,210.00,0.45,0.00
STD_PS_4011902,"20,000",INVENTORY,7.00,0.45,100.00
STD_PS_4011903,"10,000",GROW,294.00,0.44,0.00
STD_PS_4011903,"20,000",INVENTORY,7.00,0.44,100.00
STD_PS_4011904,"10,000",GROW,210.00,0.25,0.00
STD_PS_4011904,"20,000",INVENTORY,7.00,0.25,100.00
STD_PS_4011905,"10,000",GROW,67.00,1.77,0.00
STD_PS_4011905,"20,000",INVENTORY,7.00,1.77,100.00
STD_PS_4011906,"10,000",GROW,74.00,0.64,0.00
STD_PS_4011906,"20,000",INVENTORY,7.00,0.64,100.00
STD_PS_4011907,"10,000",GROW,81.00,0.50,0.00
STD_PS_4011907,"20,000",INVENTORY,7.00,0.50,100.00
STD_PS_4011908,"10,000",GROW,96.00,0.25,0.00
STD_PS_4011908,"20,000",INVENTORY,7.00,0.25,100.00
STD_PS_4011909,"10,000",GROW,98.00,4.17,0.00
STD_PS_4011909,"20,000",INVENTORY,7.00,4.17,100.00
STD_PS_4011910,"10,000",GROW,91.00,5.80,0.00
STD_PS_4011910,"20,000",INVENTORY,7.00,5.80,100.00
STD_PS_4011911,"10,000",GROW,46.00,5.60,0.00
STD_PS_4011911,"20,000",SPACE,60.00,2.52,0.00
STD_PS_4011911,"30,000",INVENTORY,7.00,2.52,100.00
STD_PS_4011912,"10,000",GROW,45.00,5.60,0.00
STD_PS_4011912,"20,000",SPACE,45.00,2.52,0.00
STD_PS_4011912,"30,000",INVENTORY,7.00,2.52,100.00
STD_PS_4011913,"10,000",GROW,45.00,5.60,0.00
STD_PS_4011913,"20,000",SPACE,45.00,2.52,0.00
STD_PS_4011913,"30,000",INVENTORY,7.00,2.52,100.00
STD_PS_4011914,"10,000",GROW,45.00,5.60,0.00
STD_PS_4011914,"20,000",SPACE,45.00,2.52,0.00
STD_PS_4011914,"30,000",INVENTORY,7.00,2.52,100.00
STD_PS_4011915,"10,000",GROW,45.00,5.60,0.00
STD_PS_4011915,"20,000",SPACE,45.00,2.52,0.00
STD_PS_4011915,"30,000",INVENTORY,7.00,2.52,100.00
STD_PS_4011916,"10,000",GROW,45.00,5.60,0.00
STD_PS_4011916,"20,000",SPACE,45.00,2.52,0.00
STD_PS_4011916,"30,000",INVENTORY,7.00,2.52,100.00
STD_PS_4011917,"10,000",GROW,46.00,3.21,0.00
STD_PS_4011917,"20,000",SPACE,60.00,0.74,0.00
STD_PS_4011917,"30,000",INVENTORY,7.00,0.74,100.00
STD_PS_4011918,"10,000",GROW,46.00,3.21,0.00
STD_PS_4011918,"20,000",SPACE,60.00,0.74,0.00
STD_PS_4011918,"30,000",INVENTORY,7.00,0.74,100.00
STD_PS_4011919,"10,000",GROW,46.00,3.21,0.00
STD_PS_4011919,"20,000",SPACE,60.00,0.74,0.00
STD_PS_4011919,"30,000",INVENTORY,7.00,0.74,100.00
STD_PS_4011920,"10,000",GROW,46.00,3.21,0.00
