Production Item No_,Production Variant Code,Location Code,Production Scheme Code,Activity Scheme Code,Add_ Activity Scheme Code
4000896,000896B542,NC04,BN-10INMUM-NSLN-SP,BN-10HBNAP-SPB,BN-5000291-044-105T
4000896,000896B543,NC04,BN-10INMUM-NSLN-SP,BN-10HBNAP-SPB,BN-5000291-045-105T
4000896,000896B555,NC04,BN-10INMUM-NSLN-SP,BN-10HBNAP-SPB,BN-5000291-057-105T
4000896,000896B556,NC04,BN-10INMUM-NSLN-SP,BN-10HBNAP-SPB,BN-5000291-058-105T
4000896,000896B557,NC04,BN-10INMUM-NSLN-SP,BN-10HBNAP-SPB,BN-5000291-059-105T
4000896,000896B558,NC04,BN-10INMUM-NSLN-SP,BN-10HBNAP-SPB,BN-5000291-060-105T
4000896,000896B560,NC04,BN-10INMUM-NSLN-SP,BN-10HBNAP-SPB,BN-5000291-062-105T
4000896,000896B561,NC04,BN-10INMUM-NSLN-SP,BN-10HBNAP-SPB,BN-5000291-063-105T
4000896,000896B562,NC04,BN-10INMUM-NSLN-SP,BN-10HBNAP-SPB,BN-5000291-064-105T
4000896,000896B563,NC04,BN-10INMUM-NSLN-SP,BN-10HBNAP-SPB,BN-5000291-065-105T
4000896,000896B564,NC04,BN-10INMUM-NSLN-SP,BN-10HBNAP-SPB,BN-5000291-066-105T
4000896,000896B579,NC04,BN-10INMUM-NSLN-SP,BN-10HBNAP-SPB,BN-5000291-087-105T
4000896,000896B581,NC04,BN-10INMUM-NSLN-SP,BN-10HBNAP-SPB,BN-5000291-089-105T
4000896,000896B582,NC04,BN-10INMUM-NSLN-SP,BN-10HBNAP-SPB,BN-5000291-090-105T
4000896,000896B583,NC04,BN-10INMUM-NSLN-SP,BN-10HBNAP-SPB,BN-5000291-091-105T
4000896,000896B584,NC04,BN-10INMUM-NSLN-SP,BN-10HBNAP-SPB,BN-5000291-092-105T
4000896,000896B601,NC04,BN-10INMUM-NSLN-SP,BN-10HBNAP-SPB,BN-5000291-108-105T
4000896,000896B602,NC04,BN-10INMUM-NSLN-SP,BN-10HBNAP-SPB,BN-5000291-104-105T
4000896,000896B603,NC04,BN-10INMUM-NSLN-SP,BN-10HBNAP-SPB,BN-5000291-106-105T
4000896,000896B604,NC04,BN-10INMUM-NSLN-SP,BN-10HBNAP-SPB,BN-5000291-107-105T
4000896,000896B518,NC04,BN-10INMUM-NSLN-SP,BN-10HBNAP-SPB,BN-5000291-018-105T
4000896,000896B519,NC04,BN-10INMUM-NSLN-SP,BN-10HBNAP-SPB,BN-5000291-019-105T
4000896,000896B520,NC04,BN-10INMUM-NSLN-SP,BN-10HBNAP-SPB,BN-5000291-020-105T
4000896,000896B521,NC04,BN-10INMUM-NSLN-SP,BN-10HBNAP-SPB,BN-5000291-021-105T
4000896,000896B553,NC04,BN-10INMUM-NSLN-SP,BN-10HBNAP-SPB,BN-5000291-055-105T
4000900,000900B521,NC04,BN-08INMUM-NSLN-SP,BN-08INWCH-WH-SPB,BN-5000291-021-105T
4000900,000900B533,NC04,BN-08INMUM-NSLN-SP,BN-08INWCH-WH-SPB,BN-5000291-034-105T
4000900,000900B539,NC04,BN-08INMUM-NSLN-SP,BN-08INWCH-WH-SPB,BN-5000291-041-105T
4000900,000900B557,NC04,BN-08INMUM-NSLN-SP,BN-08INWCH-WH-SPB,BN-5000291-059-105T
4000900,000900B563,NC04,BN-08INMUM-NSLN-SP,BN-08INWCH-WH-SPB,BN-5000291-065-105T
4000900,000900B566,NC04,BN-08INMUM-NSLN-SP,BN-08INWCH-WH-SPB,BN-5000291-068-105T
4000900,000900B583,NC04,BN-08INMUM-NSLN-SP,BN-08INWCH-WH-SPB,BN-5000291-091-105T
4000900,000900B590,NC04,BN-08INMUM-NSLN-SP,BN-08INWCH-WH-SPB,BN-5000291-094-105T
4000900,000900B604,NC04,BN-08INMUM-NSLN-SP,BN-08INWCH-WH-SPB,BN-5000291-107-105T
4000901,000901B529,NC04,BN-08INMUM-NSLN-SP,BN-08INWCH-PU-SPB,BN-5000291-030-105T
4000901,000901B541,NC04,BN-08INMUM-NSLN-SP,BN-08INWCH-PU-SPB,BN-5000291-043-105T
4000901,000901B553,NC04,BN-08INMUM-NSLN-SP,BN-08INWCH-PU-SPB,BN-5000291-055-105T
4000901,000901B556,NC04,BN-08INMUM-NSLN-SP,BN-08INWCH-PU-SPB,BN-5000291-058-105T
4000901,000901B561,NC04,BN-08INMUM-NSLN-SP,BN-08INWCH-PU-SPB,BN-5000291-063-105T
4000901,000901B573,NC04,BN-08INMUM-NSLN-SP,BN-08INWCH-PU-SPB,BN-5000291-081-105T
4000901,000901B581,NC04,BN-08INMUM-NSLN-SP,BN-08INWCH-PU-SPB,BN-5000291-089-105T
4000901,000901B603,NC04,BN-08INMUM-NSLN-SP,BN-08INWCH-PU-SPB,BN-5000291-106-105T
4000902,000902B517,NC04,BN-08INMUM-NSLN-SP,BN-08INWCH-OR-SPB,BN-5000291-017-105T
4000902,000902B518,NC04,BN-08INMUM-NSLN-SP,BN-08INWCH-OR-SPB,BN-5000291-018-105T
4000902,000902B520,NC04,BN-08INMUM-NSLN-SP,BN-08INWCH-OR-SPB,BN-5000291-020-105T
4000902,000902B530,NC04,BN-08INMUM-NSLN-SP,BN-08INWCH-OR-SPB,BN-5000291-031-105T
4000902,000902B537,NC04,BN-08INMUM-NSLN-SP,BN-08INWCH-OR-SPB,BN-5000291-039-105T
4000902,000902B555,NC04,BN-08INMUM-NSLN-SP,BN-08INWCH-OR-SPB,BN-5000291-057-105T
4000902,000902B560,NC04,BN-08INMUM-NSLN-SP,BN-08INWCH-OR-SPB,BN-5000291-062-105T
4000902,000902B574,NC04,BN-08INMUM-NSLN-SP,BN-08INWCH-OR-SPB,BN-5000291-082-105T
4000902,000902B579,NC04,BN-08INMUM-NSLN-SP,BN-08INWCH-OR-SPB,BN-5000291-087-105T
4000902,000902B602,NC04,BN-08INMUM-NSLN-SP,BN-08INWCH-OR-SPB,BN-5000291-104-105T
4000903,000903B519,NC04,BN-08INMUM-NSLN-SP,BN-08INWCH-YE-SPB,BN-5000291-019-105T
4000903,000903B534,NC04,BN-08INMUM-NSLN-SP,BN-08INWCH-YE-SPB,BN-5000291-035-105T
4000903,000903B542,NC04,BN-08INMUM-NSLN-SP,BN-08INWCH-YE-SPB,BN-5000291-044-105T
4000903,000903B545,NC04,BN-08INMUM-NSLN-SP,BN-08INWCH-YE-SPB,BN-5000291-047-105T
4000903,000903B558,NC04,BN-08INMUM-NSLN-SP,BN-08INWCH-YE-SPB,BN-5000291-060-105T
4000903,000903B564,NC04,BN-08INMUM-NSLN-SP,BN-08INWCH-YE-SPB,BN-5000291-066-105T
4000903,000903B572,NC04,BN-08INMUM-NSLN-SP,BN-08INWCH-YE-SPB,BN-5000291-080-105T
4000903,000903B584,NC04,BN-08INMUM-NSLN-SP,BN-08INWCH-YE-SPB,BN-5000291-092-105T
4000903,000903B601,NC04,BN-08INMUM-NSLN-SP,BN-08INWCH-YE-SPB,BN-5000291-108-105T
4000904,000904B524,NC04,BN-08INMUM-NSLN-SP,BN-08INWCH-RE-SPB,BN-5000291-025-105T
4000904,000904B532,NC04,BN-08INMUM-NSLN-SP,BN-08INWCH-RE-SPB,BN-5000291-033-105T
4000904,000904B543,NC04,BN-08INMUM-NSLN-SP,BN-08INWCH-RE-SPB,BN-5000291-045-105T
4000904,000904B562,NC04,BN-08INMUM-NSLN-SP,BN-08INWCH-RE-SPB,BN-5000291-064-105T
4000904,000904B565,NC04,BN-08INMUM-NSLN-SP,BN-08INWCH-RE-SPB,BN-5000291-067-105T
4000904,000904B582,NC04,BN-08INMUM-NSLN-SP,BN-08INWCH-RE-SPB,BN-5000291-090-105T
4000904,000904B606,NC04,BN-08INMUM-NSLN-SP,BN-08INWCH-RE-SPB,BN-5000291-102-105T
4000904,000904B607,NC04,BN-08INMUM-NSLN-SP,BN-08INWCH-RE-SPB,BN-5000291-018-105T
4000904,000904B610,NC04,BN-08INMUM-NSLN-SP,BN-08INWCH-RE-SPB,BN-5000291-114-105T
4000910,000910B103,NC04,BN-3GALMUM-NSLN-SP,BN-3GALMUM-SPB,BN-5000291-816-105T
4000910,000910B106,NC04,BN-3GALMUM-NSLN-SP,BN-3GALMUM-SPB,BN-5000291-811-105T
4000910,000910B107,NC04,BN-3GALMUM-NSLN-SP,BN-3GALMUM-SPB,BN-5000291-829-105T
4000910,000910B108,NC04,BN-3GALMUM-NSLN-SP,BN-3GALMUM-SPB,BN-5000291-820-105T
4000910,000910B109,NC04,BN-3GALMUM-NSLN-SP,BN-3GALMUM-SPB,BN-5000291-821-105T
4000910,000910B111,NC04,BN-3GALMUM-NSLN-SP,BN-3GALMUM-SPB,BN-5000291-823-105T
4000910,000910B112,NC04,BN-3GALMUM-NSLN-SP,BN-3GALMUM-SPB,BN-5000291-824-105T
4000910,000910B114,NC04,BN-3GALMUM-NSLN-SP,BN-3GALMUM-SPB,BN-5000291-852-105T
4011499,011499B614,NC04,BN-08INMUM-NSLN-SP,BN-08INMUM-SPB,BN-5000291-102-105T
4011499,011499B518,NC04,BN-08INMUM-NSLN-SP,BN-08INMUM-SPB,BN-5000291-018-105T
4011499,011499B519,NC04,BN-08INMUM-NSLN-SP,BN-08INMUM-SPB,BN-5000291-019-105T
4011499,011499B520,NC04,BN-08INMUM-NSLN-SP,BN-08INMUM-SPB,BN-5000291-020-105T
4011499,011499B521,NC04,BN-08INMUM-NSLN-SP,BN-08INMUM-SPB,BN-5000291-021-105T
4011499,011499B553,NC04,BN-08INMUM-NSLN-SP,BN-08INMUM-SPB,BN-5000291-055-105T
4011499,011499B560,NC04,BN-08INMUM-NSLN-SP,BN-08INMUM-SPB,BN-5000291-062-105T
4011499,011499B561,NC04,BN-08INMUM-NSLN-SP,BN-08INMUM-SPB,BN-5000291-063-105T
4011499,011499B562,NC04,BN-08INMUM-NSLN-SP,BN-08INMUM-SPB,BN-5000291-064-105T
4011499,011499B563,NC04,BN-08INMUM-NSLN-SP,BN-08INMUM-SPB,BN-5000291-065-105T
4011499,011499B564,NC04,BN-08INMUM-NSLN-SP,BN-08INMUM-SPB,BN-5000291-066-105T
4011499,011499B601,NC04,BN-08INMUM-NSLN-SP,BN-08INMUM-SPB,BN-5000291-108-105T
4011499,011499B602,NC04,BN-08INMUM-NSLN-SP,BN-08INMUM-SPB,BN-5000291-104-105T
4011499,011499B603,NC04,BN-08INMUM-NSLN-SP,BN-08INMUM-SPB,BN-5000291-106-105T
4011499,011499B604,NC04,BN-08INMUM-NSLN-SP,BN-08INMUM-SPB,BN-5000291-107-105T
4011499,011499B517,NC04,BN-08INMUM-NSLN-SP,BN-08INMUM-SPB,BN-5000291-017-105T
4011499,011499B565,NC04,BN-08INMUM-NSLN-SP,BN-08INMUM-SPB,BN-5000291-067-105T
4011499,011499B566,NC04,BN-08INMUM-NSLN-SP,BN-08INMUM-SPB,BN-5000291-068-105T
4011499,011499B572,NC04,BN-08INMUM-NSLN-SP,BN-08INMUM-SPB,BN-5000291-080-105T
4011499,011499B615,NC04,BN-08INMUM-NSLN-SP,BN-08INMUM-SPB,BN-5000291-098-105T
4011499,011499B613,NC04,BN-08INMUM-NSLN-SP,BN-08INMUM-SPB,BN-5000291-114-105T
4011499,011499B545,NC04,BN-08INMUM-NSLN-SP,BN-08INMUM-SPB,BN-5000291-047-105T
4011499,011499B574,NC04,BN-08INMUM-NSLN-SP,BN-08INMUM-SPB,BN-5000291-082-105T
4011499,011499B590,NC04,BN-08INMUM-NSLN-SP,BN-08INMUM-SPB,BN-5000291-094-105T
4011499,011499B573,NC04,BN-08INMUM-NSLN-SP,BN-08INMUM-SPB,BN-5000291-081-105T
4011499,011499B537,NC04,BN-08INMUM-NSLN-SP,BN-08INMUM-SPB,BN-5000291-039-105T
4011499,011499B541,NC04,BN-08INMUM-NSLN-SP,BN-08INMUM-SPB,BN-5000291-043-105T
4011499,011499B539,NC04,BN-08INMUM-NSLN-SP,BN-08INMUM-SPB,BN-5000291-041-105T
4011499,011499B542,NC04,BN-08INMUM-NSLN-SP,BN-08INMUM-SPB,BN-5000291-044-105T
4011499,011499B530,NC04,BN-08INMUM-NSLN-SP,BN-08INMUM-SPB,BN-5000291-031-105T
4011499,011499B529,NC04,BN-08INMUM-NSLN-SP,BN-08INMUM-SPB,BN-5000291-030-105T
4011499,011499B533,NC04,BN-08INMUM-NSLN-SP,BN-08INMUM-SPB,BN-5000291-034-105T
4011499,011499B534,NC04,BN-08INMUM-NSLN-SP,BN-08INMUM-SPB,BN-5000291-035-105T
4011499,011499B532,NC04,BN-08INMUM-NSLN-SP,BN-08INMUM-SPB,BN-5000291-033-105T
4011499,011499B543,NC04,BN-08INMUM-NSLN-SP,BN-08INMUM-SPB,BN-5000291-045-105T
4011499,011499B584,NC04,BN-08INMUM-NSLN-SP,BN-08INMUM-SPB,BN-5000291-392-105T
4011499,011499B583,NC04,BN-08INMUM-NSLN-SP,BN-08INMUM-SPB,BN-5000291-391-105T
4011499,011499B579,NC04,BN-08INMUM-NSLN-SP,BN-08INMUM-SPB,BN-5000291-087-105T
4011499,011499B581,NC04,BN-08INMUM-NSLN-SP,BN-08INMUM-SPB,BN-5000291-089-105T
4011499,011499B582,NC04,BN-08INMUM-NSLN-SP,BN-08INMUM-SPB,BN-5000291-090-105T
4011499,011499B524,NC04,BN-08INMUM-NSLN-SP,BN-08INMUM-SPB,BN-5000291-025-105T
4011499,011499B555,NC04,BN-08INMUM-NSLN-SP,BN-08INMUM-SPB,BN-5000291-057-105T
4011499,011499B556,NC04,BN-08INMUM-NSLN-SP,BN-08INMUM-SPB,BN-5000291-058-105T
4011499,011499B558,NC04,BN-08INMUM-NSLN-SP,BN-08INMUM-SPB,BN-5000291-060-105T
4011499,011499B557,NC04,BN-08INMUM-NSLN-SP,BN-08INMUM-SPB,BN-5000291-059-105T
4000044,4000044B70,VA07,BN-11HBPRE-COM-MHN,BN-12HBPRE-HNHRH,BN-5005388-04-105T
4000044,4000044B70,VA06,BN-11HBPRE-COM-MHN,BN-12HBPRE-HNHRH,BN-5005388-04-105T
4000044,4000044B70,VA05,BN-11HBPRE-COM-LHN,BN-12HBPRE-HNHRH,BN-5005388-04-105T
4000117,4000117B44,VA07,BN-08INDND-COM-LPT,BN-08INDND-PTHRH,BN-5005388-04-105T
4000117,4000117B44,VA06,BN-08INDND-COM-LSP,BN-08INDND-SPHRH,BN-5005388-04-105T
4000117,4000117B44,VA05,BN-08INDND-COM-LSP,BN-08INDND-SPHRH,BN-5005388-04-105T
5006036,,OH08,OH08-PT072-KAN,BN-PT072-UN-1/C,
4000075,000075B017,KY01,BN-10INMUM-BCDS-SP,KY01-11INSEL-SPR,BN-5000036-031-001D
4000075,000075B144,KY01,BN-10INMUM-BCDS-SP,KY01-11INSEL-SPR,BN-5000036-122-001D
4000075,000075B168,KY01,BN-10INMUM-BCDS-SP,KY01-11INSEL-SPR,BN-5000036-132-001D
4000075,000075B167,KY01,BN-10INMUM-BCDS-SP,KY01-11INSEL-SPR,BN-5000036-131-001D
4000075,000075B166,KY01,BN-10INMUM-BCDS-SP,KY01-11INSEL-SPR,BN-5000036-117-001D
4000075,000075B032,KY01,BN-10INMUM-BCDS-SP,KY01-11INSEL-SPR,BN-5000036-070-001D
4000075,000075B033,KY01,BN-10INMUM-BCDS-SP,KY01-11INSEL-SPR,BN-5000036-071-001D
4000075,000075B034,KY01,BN-10INMUM-BCDS-SP,KY01-11INSEL-SPR,BN-5000036-072-001D
4000075,000075B035,KY01,BN-10INMUM-BCDS-SP,KY01-11INSEL-SPR,BN-5000036-073-001D
4000075,000075B162,KY01,BN-10INMUM-BCDS-SP,KY01-11INSEL-SPR,BN-5000036-128-001D
4000075,000075B148,KY01,BN-10INMUM-BCDS-SP,KY01-11INSEL-SPR,BN-5000036-129-001D
4000075,000075B149,KY01,BN-10INMUM-BCDS-SP,KY01-11INSEL-SPR,BN-5000036-130-001D
4000075,000075B145,KY01,BN-10INMUM-BCDS-SP,KY01-11INSEL-SPR,BN-5000036-126-001D
4000075,000075B146,KY01,BN-10INMUM-BCDS-SP,KY01-11INSEL-SPR,BN-5000036-127-001D
4000075,000075B042,KY01,BN-10INMUM-BCDS-SP,KY01-11INSEL-SPR,BN-5000036-100-001D
4000075,000075B044,KY01,BN-10INMUM-BCDS-SP,KY01-11INSEL-SPR,BN-5000036-102-001D
4000075,000075B045,KY01,BN-10INMUM-BCDS-SP,KY01-11INSEL-SPR,BN-5000036-103-001D
4000078,000078B009,KY01,BN-13INMUM-BCDS-SP,KY01-13INPRE-NSW-SPR,BN-5000036-321-001D
4000078,000078B137,KY01,BN-13INMUM-BCDS-SP,KY01-13INPRE-NSW-SPR,BN-5000036-399-001D
4000078,000078B139,KY01,BN-13INMUM-BCDS-SP,KY01-13INPRE-NSW-SPR,BN-5000036-409-001D
4000078,000078B138,KY01,BN-13INMUM-BCDS-SP,KY01-13INPRE-NSW-SPR,BN-5000036-408-001D
4000078,000078B032,KY01,BN-13INMUM-BCDS-SP,KY01-13INPRE-NSW-SPR,BN-5000036-357-001D
4000078,000078B033,KY01,BN-13INMUM-BCDS-SP,KY01-13INPRE-NSW-SPR,BN-5000036-358-001D
4000078,000078B035,KY01,BN-13INMUM-BCDS-SP,KY01-13INPRE-NSW-SPR,BN-5000036-360-001D
4000078,000078B144,KY01,BN-13INMUM-BCDS-SP,KY01-13INPRE-NSW-SPR,BN-5000036-405-001D
4000078,000078B143,KY01,BN-13INMUM-BCDS-SP,KY01-13INPRE-NSW-SPR,BN-5000036-406-001D
4000078,000078B141,KY01,BN-13INMUM-BCDS-SP,KY01-13INPRE-NSW-SPR,BN-5000036-407-001D
4000078,000078B142,KY01,BN-13INMUM-BCDS-SP,KY01-13INPRE-NSW-SPR,BN-5000036-403-001D
4000078,000078B140,KY01,BN-13INMUM-BCDS-SP,KY01-13INPRE-NSW-SPR,BN-5000036-404-001D
4000078,000078B042,KY01,BN-13INMUM-BCDS-SP,KY01-13INPRE-NSW-SPR,BN-5000036-387-001D
4000078,000078B044,KY01,BN-13INMUM-BCDS-SP,KY01-13INPRE-NSW-SPR,BN-5000036-389-001D
4000078,000078B045,KY01,BN-13INMUM-BCDS-SP,KY01-13INPRE-NSW-SPR,BN-5000036-390-001D
4000101,000101B22,KY01,BN-14INMUM-BCDS-SP,KY01-14INCHD-SPR,BN-5000036-720-001D
4000101,000101B20,KY01,BN-14INMUM-BCDS-SP,KY01-14INCHD-SPR,BN-5000036-713-001D
4000101,000101B21,KY01,BN-14INMUM-BCDS-SP,KY01-14INCHD-SPR,BN-5000036-714-001D
4000101,000101B23,KY01,BN-14INMUM-BCDS-SP,KY01-14INCHD-SPR,BN-5000036-750-001D
4000323,000323B017,KY01,BN-08INMUM-BCDS-SP,KY01-08INBAR-SPR,BN-5000036-031-001D
4000323,000323B193,KY01,BN-08INMUM-BCDS-SP,KY01-08INBAR-SPR,BN-5000036-132-001D
4000323,000323B192,KY01,BN-08INMUM-BCDS-SP,KY01-08INBAR-SPR,BN-5000036-131-001D
4000323,000323B032,KY01,BN-08INMUM-BCDS-SP,KY01-08INBAR-SPR,BN-5000036-070-001D
4000323,000323B033,KY01,BN-08INMUM-BCDS-SP,KY01-08INBAR-SPR,BN-5000036-071-001D
4000323,000323B034,KY01,BN-08INMUM-BCDS-SP,KY01-08INBAR-SPR,BN-5000036-072-001D
4000323,000323B035,KY01,BN-08INMUM-BCDS-SP,KY01-08INBAR-SPR,BN-5000036-073-001D
4000323,000323B152,KY01,BN-08INMUM-BCDS-SP,KY01-08INBAR-SPR,BN-5000036-128-001D
4000323,000323B151,KY01,BN-08INMUM-BCDS-SP,KY01-08INBAR-SPR,BN-5000036-129-001D
4000323,000323B149,KY01,BN-08INMUM-BCDS-SP,KY01-08INBAR-SPR,BN-5000036-130-001D
4000323,000323B150,KY01,BN-08INMUM-BCDS-SP,KY01-08INBAR-SPR,BN-5000036-126-001D
4000323,000323B148,KY01,BN-08INMUM-BCDS-SP,KY01-08INBAR-SPR,BN-5000036-127-001D
4000323,000323B042,KY01,BN-08INMUM-BCDS-SP,KY01-08INBAR-SPR,BN-5000036-100-001D
4000323,000323B044,KY01,BN-08INMUM-BCDS-SP,KY01-08INBAR-SPR,BN-5000036-102-001D
4000323,000323B045,KY01,BN-08INMUM-BCDS-SP,KY01-08INBAR-SPR,BN-5000036-103-001D
4000326,000326B22,KY01,BN-15INMUM-BCDS-SP,KY01-15INBAR-SPR,BN-5000036-745-001D
4000326,000326B21,KY01,BN-15INMUM-BCDS-SP,KY01-15INBAR-SPR,BN-5000036-742-001D
4000326,000326B20,KY01,BN-15INMUM-BCDS-SP,KY01-15INBAR-SPR,BN-5000036-741-001D
4000326,000326B23,KY01,BN-15INMUM-BCDS-SP,KY01-15INBAR-SPR,BN-5000036-754-001D
4000337,000337B22,KY01,BN-10INMUM-BCDS-SP,KY01-10INSQR-SPR,BN-5000036-722-001D
4000337,000337B20,KY01,BN-10INMUM-BCDS-SP,KY01-10INSQR-SPR,BN-5000036-713-001D
4000337,000337B21,KY01,BN-10INMUM-BCDS-SP,KY01-10INSQR-SPR,BN-5000036-721-001D
4000337,000337B003,KY01,BN-10INMUM-BCDS-SP,KY01-10INSQR-SPR,BN-5000036-714-001D
4000337,000337B23,KY01,BN-10INMUM-BCDS-SP,KY01-10INSQR-SPR,BN-5000036-750-001D
4000343,000343B009,KY01,BN-14INMUM-BCDS-SP,KY01-14INPLT-SPR,BN-5000036-321-001D
4000343,000343B017,KY01,BN-14INMUM-BCDS-SP,KY01-14INPLT-SPR,BN-5000036-325-001D
4000343,000343B148,KY01,BN-14INMUM-BCDS-SP,KY01-14INPLT-SPR,BN-5000036-399-001D
4000343,000343B162,KY01,BN-14INMUM-BCDS-SP,KY01-14INPLT-SPR,BN-5000036-399-001D
4000343,000343B164,KY01,BN-14INMUM-BCDS-SP,KY01-14INPLT-SPR,BN-5000036-409-001D
4000343,000343B163,KY01,BN-14INMUM-BCDS-SP,KY01-14INPLT-SPR,BN-5000036-408-001D
4000343,000343B032,KY01,BN-14INMUM-BCDS-SP,KY01-14INPLT-SPR,BN-5000036-357-001D
4000343,000343B033,KY01,BN-14INMUM-BCDS-SP,KY01-14INPLT-SPR,BN-5000036-358-001D
4000343,000343B034,KY01,BN-14INMUM-BCDS-SP,KY01-14INPLT-SPR,BN-5000036-359-001D
4000343,000343B035,KY01,BN-14INMUM-BCDS-SP,KY01-14INPLT-SPR,BN-5000036-360-001D
4000343,000343B169,KY01,BN-14INMUM-BCDS-SP,KY01-14INPLT-SPR,BN-5000036-405-001D
4000343,000343B168,KY01,BN-14INMUM-BCDS-SP,KY01-14INPLT-SPR,BN-5000036-406-001D
4000343,000343B166,KY01,BN-14INMUM-BCDS-SP,KY01-14INPLT-SPR,BN-5000036-407-001D
4000343,000343B167,KY01,BN-14INMUM-BCDS-SP,KY01-14INPLT-SPR,BN-5000036-403-001D
4000343,000343B165,KY01,BN-14INMUM-BCDS-SP,KY01-14INPLT-SPR,BN-5000036-404-001D
4000343,000343B042,KY01,BN-14INMUM-BCDS-SP,KY01-14INPLT-SPR,BN-5000036-387-001D
4000343,000343B044,KY01,BN-14INMUM-BCDS-SP,KY01-14INPLT-SPR,BN-5000036-389-001D
4000343,000343B045,KY01,BN-14INMUM-BCDS-SP,KY01-14INPLT-SPR,BN-5000036-390-001D
4000344,000344B015,KY01,BN-10INMUM-BCDS-SP,KY01-10INDND-FAL-SPR,BN-5000036-750-001D
4000344,000344B22,KY01,BN-10INMUM-BCDS-SP,KY01-10INDND-FAL-SPR,BN-5000036-722-001D
4000344,000344B20,KY01,BN-10INMUM-BCDS-SP,KY01-10INDND-FAL-SPR,BN-5000036-713-001D
4000344,000344B21,KY01,BN-10INMUM-BCDS-SP,KY01-10INDND-FAL-SPR,BN-5000036-721-001D
4000344,000344B002,KY01,BN-10INMUM-BCDS-SP,KY01-10INDND-FAL-SPR,BN-5000036-714-001D
4000345,000345B803,KY01,BN-15WBMUM-BCDS-SP,KY01-15INWBX-SPR,BN-5000036-750-001D
4000345,000345B807,KY01,BN-15WBMUM-BCDS-SP,KY01-15INWBX-SPR,BN-5000036-722-001D
4000345,000345B805,KY01,BN-15WBMUM-BCDS-SP,KY01-15INWBX-SPR,BN-5000036-713-001D
4000345,000345B806,KY01,BN-15WBMUM-BCDS-SP,KY01-15INWBX-SPR,BN-5000036-721-001D
4000345,000345B804,KY01,BN-15WBMUM-BCDS-SP,KY01-15INWBX-SPR,BN-5000036-714-001D
4000373,000373B026,KY01,BN-11INMUM-BCDS-SP,KY01-12HBPRE-SPR,BN-5000036-722-001D
4000373,000373B004,KY01,BN-11INMUM-BCDS-SP,KY01-12HBPRE-SPR,BN-5000036-713-001D
4000373,000373B025,KY01,BN-11INMUM-BCDS-SP,KY01-12HBPRE-SPR,BN-5000036-721-001D
4000373,000373B003,KY01,BN-11INMUM-BCDS-SP,KY01-12HBPRE-SPR,BN-5000036-714-001D
4000373,000373B027,KY01,BN-11INMUM-BCDS-SP,KY01-12HBPRE-SPR,BN-5000036-750-001D
4000429,000429B032,KY01,BN-08INMUM-BCDS-SP,KY01-08INBLK-SPR,BN-5000036-070-001D
4000429,000429B161,KY01,BN-08INMUM-BCDS-SP,KY01-08INBLK-SPR,BN-5000036-129-001D
4000429,000429B160,KY01,BN-08INMUM-BCDS-SP,KY01-08INBLK-SPR,BN-5000036-100-001D
4000430,000430B033,KY01,BN-08INMUM-BCDS-SP,KY01-08INBLK-SPR,BN-5000036-071-001D
4000430,000430B163,KY01,BN-08INMUM-BCDS-SP,KY01-08INBLK-SPR,BN-5000036-128-001D
4000430,000430B162,KY01,BN-08INMUM-BCDS-SP,KY01-08INBLK-SPR,BN-5000036-102-001D
4000431,000431B017,KY01,BN-08INMUM-BCDS-SP,KY01-08INBLK-SPR,BN-5000036-031-001D
4000431,000431B165,KY01,BN-08INMUM-BCDS-SP,KY01-08INBLK-SPR,BN-5000036-130-001D
4000431,000431B164,KY01,BN-08INMUM-BCDS-SP,KY01-08INBLK-SPR,BN-5000036-103-001D
4000432,000432B166,KY01,BN-08INMUM-BCDS-SP,KY01-08INBLK-SPR,BN-5000036-132-001D
4000432,000432B034,KY01,BN-08INMUM-BCDS-SP,KY01-08INBLK-SPR,BN-5000036-072-001D
4000432,000432B167,KY01,BN-08INMUM-BCDS-SP,KY01-08INBLK-SPR,BN-5000036-126-001D
4000433,000433B168,KY01,BN-08INMUM-BCDS-SP,KY01-08INBLK-SPR,BN-5000036-131-001D
4000433,000433B035,KY01,BN-08INMUM-BCDS-SP,KY01-08INBLK-SPR,BN-5000036-073-001D
4000433,000433B169,KY01,BN-08INMUM-BCDS-SP,KY01-08INBLK-SPR,BN-5000036-127-001D
4000641,000641B024,KY01,BN-05INMUM-BCDS-SP,KY01-05INMUM-WH-SPR,BN-5000036-048-001D
4000642,000642B021,KY01,BN-05INMUM-BCDS-SP,KY01-05INMUM-OR-SPR,BN-5000036-045-001D
4000643,000643B025,KY01,BN-05INMUM-BCDS-SP,KY01-05INMUM-RE-SPR,BN-5000036-049-001D
4000644,000644B019,KY01,BN-05INMUM-BCDS-SP,KY01-05INMUM-PU-SPR,BN-5000036-043-001D
4000645,000645B023,KY01,BN-05INMUM-BCDS-SP,KY01-05INMUM-WH-SPR,BN-5000036-047-001D
4000646,000646B175,KY01,BN-06INMUM-BCDS-SP,KY01-06INMUM-SPR,BN-5000036-048-001D
4000646,000646B035,KY01,BN-06INMUM-BCDS-SP,KY01-06INMUM-SPR,BN-5000036-073-001D
4000647,000647B176,KY01,BN-06INMUM-BCDS-SP,KY01-06INMUM-SPR,BN-5000036-045-001D
